game_id,voice_id,text,vocoder,out_path,pacing
skyrim,sk_malenord,"We will hunt it down, you can be sure about this. However, we need time to prepare. Until then, you go check on the brat.",hifi,D:/Utility Tools/xVASynth_2.1/resources/app/batch/MaleNord/zzzLrhMq06_zzzLrhMq06Brand_00008345_2.wav,
skyrim,sk_malenord,That ghoul nest was a feeding ground for the beast-possessed soul. I found its real nest a little further on.,hifi,D:/Utility Tools/xVASynth_2.1/resources/app/batch/MaleNord/zzzLrhMq06_zzzLrhMq06Brand_0000834B_1.wav,
skyrim,sk_malenord,We can take that monster down now. We are ready. Or is there a problem?,hifi,D:/Utility Tools/xVASynth_2.1/resources/app/batch/MaleNord/zzzLrhMq06_zzzLrhMq06Brand_0000834B_2.wav,
skyrim,sk_malenord,"Oh, and what is it that you want to give me?",hifi,D:/Utility Tools/xVASynth_2.1/resources/app/batch/MaleNord/zzzLrhMq06_zzzLrhMq06Brand_0000834D_1.wav,
skyrim,sk_malenord,Hah... And at such a time. You and that brat are both so carefree... You're making me a little jealous.,hifi,D:/Utility Tools/xVASynth_2.1/resources/app/batch/MaleNord/zzzLrhMq06_zzzLrhMq06Brand_0000834F_1.wav,
skyrim,sk_malenord,"I don't like sweets, but I'll take it. At least it will come in handy if I get hungry.",hifi,D:/Utility Tools/xVASynth_2.1/resources/app/batch/MaleNord/zzzLrhMq06_zzzLrhMq06Brand_0000834F_2.wav,
skyrim,sk_malenord,"Sure, if I ever feel like it. But now's not the time.",hifi,D:/Utility Tools/xVASynth_2.1/resources/app/batch/MaleNord/zzzLrhMq06_zzzLrhMq06Brand_00008351_1.wav,
skyrim,sk_malenord,"Now, focus. We'll be leaving shortly.",hifi,D:/Utility Tools/xVASynth_2.1/resources/app/batch/MaleNord/zzzLrhMq06_zzzLrhMq06Brand_00008351_2.wav,
skyrim,sk_malenord,I'll tell you more details at the nest's entrance. Come on.,hifi,D:/Utility Tools/xVASynth_2.1/resources/app/batch/MaleNord/zzzLrhMq06_zzzLrhMq06Brand_00008353_1.wav,
skyrim,sk_malenord,"You, me and my men, we'll just strike at it. Easy, right?",hifi,D:/Utility Tools/xVASynth_2.1/resources/app/batch/MaleNord/zzzLrhMq06_zzzLrhMq06Brand_00008360_1.wav,
skyrim,sk_malenord,Isn't it? My talent for strategy is amazing. It was worth staying up all night to make this plan.,hifi,D:/Utility Tools/xVASynth_2.1/resources/app/batch/MaleNord/zzzLrhMq06_zzzLrhMq06Brand_00008362_1.wav,
skyrim,sk_malenord,"Hurry up. If you need to take a leak, do it quickly.",hifi,D:/Utility Tools/xVASynth_2.1/resources/app/batch/MaleNord/zzzLrhMq06_zzzLrhMq06Brand_00008365_1.wav,
skyrim,sk_malenord,"That's what I wanted to hear. Spoken like a true Nord. Now, let's go.",hifi,D:/Utility Tools/xVASynth_2.1/resources/app/batch/MaleNord/zzzLrhMq06_zzzLrhMq06Brand_00008368_1.wav,
skyrim,sk_malenord,Check the corpse of the beast-possessed soul. See if you can identify the body.,hifi,D:/Utility Tools/xVASynth_2.1/resources/app/batch/MaleNord/zzzLrhMq06__00008372_1.wav,
skyrim,sk_malenord,There's an amulet of the Imperial Legion on it... but it's broken. I can't tell heads or tails out of this. What in Oblivion happened here?,hifi,D:/Utility Tools/xVASynth_2.1/resources/app/batch/MaleNord/zzzLrhMq06__00008374_1.wav,
skyrim,sk_malenord,I guess he was a prisoner of the Reachmen. They turn their prisoners into monsters...,hifi,D:/Utility Tools/xVASynth_2.1/resources/app/batch/MaleNord/zzzLrhMq06__00008376_1.wav,
skyrim,sk_malenord,This is horrible. He should've died rather than become such a monster.,hifi,D:/Utility Tools/xVASynth_2.1/resources/app/batch/MaleNord/zzzLrhMq06__00008378_1.wav,
skyrim,sk_malenord,Agreed. But nobody who can choose his own death would end up like this...,hifi,D:/Utility Tools/xVASynth_2.1/resources/app/batch/MaleNord/zzzLrhMq06__0000837A_1.wav,
skyrim,sk_malenord,"Come and get your reward next time. We'll prepare it for you, along with the previous rewards.",hifi,D:/Utility Tools/xVASynth_2.1/resources/app/batch/MaleNord/zzzLrhMq06_zzzLrhMq06Brand_00008385_1.wav,
skyrim,sk_malenord,"Oh, you mean this stone statue? There's an owl, so, you see... Yes, um...",hifi,D:/Utility Tools/xVASynth_2.1/resources/app/batch/MaleNord/zzzLrhMq06_zzzLrhMq06Brand_00008388_1.wav,
skyrim,sk_malenord,"Hmm, I have no idea. What was it, again...?",hifi,D:/Utility Tools/xVASynth_2.1/resources/app/batch/MaleNord/zzzLrhMq06_zzzLrhMq06Brand_00008388_2.wav,
skyrim,sk_malenord,"Oh, shut up, nine gods are way too many! Who can remember them all?",hifi,D:/Utility Tools/xVASynth_2.1/resources/app/batch/MaleNord/zzzLrhMq06_zzzLrhMq06Brand_0000838A_1.wav,
skyrim,sk_malenord,Shor and Talos are perfectly enough for true Nords!,hifi,D:/Utility Tools/xVASynth_2.1/resources/app/batch/MaleNord/zzzLrhMq06_zzzLrhMq06Brand_0000838A_2.wav,
skyrim,sk_malekhajiit,"Welcome. This is a bit modest compared to the palace back home, but one should take it easy sometimes, no?",hifi,D:/Utility Tools/xVASynth_2.1/resources/app/batch/MaleKhajiit/zzzRevSub0_zzzRevSub01Hell_00015B5C_1.wav,
skyrim,sk_malekhajiit,"Take your time, dear guest. Khajiit simply needed someone to talk to.",hifi,D:/Utility Tools/xVASynth_2.1/resources/app/batch/MaleKhajiit/zzzRevSub0_zzzRevSub01Hell_00015B5D_1.wav,
skyrim,sk_malekhajiit,Do not interfere with the king's dance. The harvest must wait.,hifi,D:/Utility Tools/xVASynth_2.1/resources/app/batch/MaleKhajiit/zzzRevSub0_zzzRevSub01Hell_00015B5E_1.wav,
skyrim,sk_malekhajiit,"What an ugly-looking creature you are. Your stay here with us should be fruitful, as long as you pray and sing with us.",hifi,D:/Utility Tools/xVASynth_2.1/resources/app/batch/MaleKhajiit/zzzRevSub0_zzzRevSub01Hell_00015B5F_1.wav,
skyrim,sk_malekhajiit,"It's a forest of madness, created by our king. The clerk said it will bear fruit, but it's difficult to say when. Could such trees bear fruit at all?",hifi,D:/Utility Tools/xVASynth_2.1/resources/app/batch/MaleKhajiit/zzzRevSub0_zzzRevS01Prince_00015B62_1.wav,
skyrim,sk_malekhajiit,The king was trapped in his own madness after Ja'bal's defeat... He plucked himself bare and dedicated his fur to Hircine.,hifi,D:/Utility Tools/xVASynth_2.1/resources/app/batch/MaleKhajiit/zzzRevSub0_zzzRevS01Prince_00015B65_1.wav,
skyrim,sk_malekhajiit,"We came to this land in search of the Blue Star, but the king's madness only increases. Have you seen the trees in this forest? Have you seen their fruit?",hifi,D:/Utility Tools/xVASynth_2.1/resources/app/batch/MaleKhajiit/zzzRevSub0_zzzRevS01Prince_00015B65_2.wav,
skyrim,sk_malekhajiit,"There was no blessing, even in the beginning. There was nothing but a curse. It was all a trick.",hifi,D:/Utility Tools/xVASynth_2.1/resources/app/batch/MaleKhajiit/zzzRevSub0_zzzRevS01Prince_00015B65_3.wav,
skyrim,sk_malekhajiit,"Sometimes it is better not to know. If you find out, you will go mad like the king and the clerk.",hifi,D:/Utility Tools/xVASynth_2.1/resources/app/batch/MaleKhajiit/zzzRevSub0_zzzRevS01Prince_00015B68_1.wav,
skyrim,sk_malekhajiit,"He is Ra'hajir's half-brother. When Ja'cobee was a cub, he used to follow this one around. It was adorable.",hifi,D:/Utility Tools/xVASynth_2.1/resources/app/batch/MaleKhajiit/zzzRevSub0_zzzRevS01Prince_00015B6B_1.wav,
skyrim,sk_malekhajiit,But Ja'cobee did not fare well in social situations. He was exiled at the behest of Ja'i the clerk and forced to do the dirty work of Chick Traders.,hifi,D:/Utility Tools/xVASynth_2.1/resources/app/batch/MaleKhajiit/zzzRevSub0_zzzRevS01Prince_00015B6B_2.wav,
skyrim,sk_malekhajiit,Ra'hajir is worried about Ja'cobee. He hopes... he hopes Ja'cobee forgot about his stupid mission and found a peaceful life somewhere far away.,hifi,D:/Utility Tools/xVASynth_2.1/resources/app/batch/MaleKhajiit/zzzRevSub0_zzzRevS01Prince_00015B6B_3.wav,
skyrim,sk_malekhajiit,"Oh, well... Ja'cobee completed it...",hifi,D:/Utility Tools/xVASynth_2.1/resources/app/batch/MaleKhajiit/zzzRevSub0_zzzRevS01Prince_00015B6D_1.wav,
skyrim,sk_malekhajiit,He must have known he would die. Ja'cobee should have just run away with Aisha...,hifi,D:/Utility Tools/xVASynth_2.1/resources/app/batch/MaleKhajiit/zzzRevSub0_zzzRevS01Prince_00015B6D_2.wav,
skyrim,sk_malekhajiit,"Silly little brother. It would be entirely in his character to thank Ra'hajir for teaching him, too.",hifi,D:/Utility Tools/xVASynth_2.1/resources/app/batch/MaleKhajiit/zzzRevSub0_zzzRevS01Prince_00015B6D_3.wav,
skyrim,sk_malekhajiit,"Well. If you find a certain worm named Ja'i the clerk, cut him apart, yes? He is the one who betrayed the king and his subjects.",hifi,D:/Utility Tools/xVASynth_2.1/resources/app/batch/MaleKhajiit/zzzRevSub0_zzzRevS01Prince_00015B70_1.wav,
skyrim,sk_malekhajiit,"The king will no longer be poisoned by that worm now. But this does not stop his madness, no.",hifi,D:/Utility Tools/xVASynth_2.1/resources/app/batch/MaleKhajiit/zzzRevSub0_zzzRevS01Prince_00015B73_1.wav,
skyrim,sk_malekhajiit,"If you truly wish to stop the king's dance, take this with you. It will silence the worm's song.",hifi,D:/Utility Tools/xVASynth_2.1/resources/app/batch/MaleKhajiit/zzzRevSub0_zzzRevS01Prince_00015B73_2.wav,
skyrim,sk_malekhajiit,"You put an end to the king's madness. Thank you. This is a small token of Khajiit's gratitude, yes? Take it.",hifi,D:/Utility Tools/xVASynth_2.1/resources/app/batch/MaleKhajiit/zzzRevSub0_zzzRevS01Prince_00015B76_1.wav,
skyrim,sk_malekhajiit,"Khajiit will remain here and wait for the last of his former companions. Ra'hajir is used to waiting, so he will be fine.",hifi,D:/Utility Tools/xVASynth_2.1/resources/app/batch/MaleKhajiit/zzzRevSub0_zzzRevS01Prince_00015B79_1.wav,
skyrim,sk_malekhajiit,He is hunting the blasphemers who approach the Blue Star and dancing for the well-being of the world. All he does is for the fruit.,hifi,D:/Utility Tools/xVASynth_2.1/resources/app/batch/MaleKhajiit/zzzRevSub0_zzzRevS01JaiB01_00015B7C_1.wav,
skyrim,sk_malekhajiit,Look at this. It is a magnificent harvest. And yet more fruit will be forthcoming once the king stands on the Blue Star.,hifi,D:/Utility Tools/xVASynth_2.1/resources/app/batch/MaleKhajiit/zzzRevSub0_zzzRevS01JaiB01_00015B7C_2.wav,
skyrim,sk_malekhajiit,"The king of Anequina, whom this one, Ja'i the clerk, serves. So exalted is he that his name is concealed and must not be spoken.",hifi,D:/Utility Tools/xVASynth_2.1/resources/app/batch/MaleKhajiit/zzzRevSub0_zzzRevS01JaiB02_00015B7F_1.wav,
skyrim,sk_malekhajiit,"The king lost his fur in his dealings with Hircine, but in doing so he would go even beyond the arcana of Ja'bal. That is Ja'i's, no, everyone's humble wish.",hifi,D:/Utility Tools/xVASynth_2.1/resources/app/batch/MaleKhajiit/zzzRevSub0_zzzRevS01JaiB02_00015B7F_2.wav,
skyrim,sk_malekhajiit,"Ah, Ja'bal the fat cat. The claws of the great cat tore through the earth at the end of his endless fall. Ah, what a blessing.",hifi,D:/Utility Tools/xVASynth_2.1/resources/app/batch/MaleKhajiit/zzzRevSub0_zzzRevS01JaiB03_00015B82_1.wav,
skyrim,sk_malekhajiit,"Even the winds of Khenarthi can no longer disturb it. Beyond the sleepless bliss, we will gain an eternal moment. And more, far more. We must dance.",hifi,D:/Utility Tools/xVASynth_2.1/resources/app/batch/MaleKhajiit/zzzRevSub0_zzzRevS01JaiB03_00015B82_2.wav,
skyrim,sk_malekhajiit,"Oh, this one remembers. A child of a lowly concubine. Khajiit is certain he is still following the royal command and chasing after the chicks, wherever they are.",hifi,D:/Utility Tools/xVASynth_2.1/resources/app/batch/MaleKhajiit/zzzRevSub0_zzzRevS01JaiB04_00015B85_1.wav,
skyrim,sk_malekhajiit,"But now that we have reaped the fruits, it is ridiculous to still follow the tales of eggs and chicks. It would be insane to destroy such a fruitful harvest.",hifi,D:/Utility Tools/xVASynth_2.1/resources/app/batch/MaleKhajiit/zzzRevSub0_zzzRevS01JaiB04_00015B85_2.wav,
skyrim,sk_malekhajiit,"Well, that is good to hear. That mission was useful enough to serve as a distraction for him. The king would be pleased.",hifi,D:/Utility Tools/xVASynth_2.1/resources/app/batch/MaleKhajiit/zzzRevSub0_zzzRevS01JaiB04_00015B87_1.wav,
skyrim,sk_malekhajiit,"There is a blasphemer in this forest who wishes to stop the king from dancing. To this one's shame, that person is Ra'hajir, the king's son. ",hifi,D:/Utility Tools/xVASynth_2.1/resources/app/batch/MaleKhajiit/zzzRevSub0_zzzRevS01JaiB05_00015B8A_1.wav,
skyrim,sk_malekhajiit,"Ra'hajir wishes to assassinate the king and stand on the Blue Star of his own. So Khajiit wishes for you to deal with him, yes?",hifi,D:/Utility Tools/xVASynth_2.1/resources/app/batch/MaleKhajiit/zzzRevSub0_zzzRevS01JaiB05_00015B8A_2.wav,
skyrim,sk_malekhajiit,"Ah, well done. No one in these woods should be able to prevent the king from dancing now.",hifi,D:/Utility Tools/xVASynth_2.1/resources/app/batch/MaleKhajiit/zzzRevSub0_zzzRevS01JaiB06_00015B8D_1.wav,
skyrim,sk_malekhajiit,The king is grateful for your help. Now begone. You have no more business here.,hifi,D:/Utility Tools/xVASynth_2.1/resources/app/batch/MaleKhajiit/zzzRevSub0_zzzRevS01JaiB06_00015B8D_2.wav,
skyrim,sk_malenord,Zennrili an Zennji tas jaadi atha'a. Shabar aydithozay zaigu di sallidadna jaadi ranjith.,hifi,D:/Utility Tools/xVASynth_2.1/resources/app/batch/CrWerewolfVoice/zzzRevSub01__0001638B_1.wav,
skyrim,sk_malenord,Adi vasa nirni jaadi lurma. Raj'kono viti shabar morna. An thzi kha'jay t'harithse!,hifi,D:/Utility Tools/xVASynth_2.1/resources/app/batch/CrWerewolfVoice/zzzRevSub01__0001638D_1.wav,
skyrim,sk_femalechild,"Uncle Brandt, are you going out today, too? Where are you going? I want to go with you...",hifi,D:/Utility Tools/xVASynth_2.1/resources/app/batch/FemaleChild/zzzGHMq03Sub01__00012967_1.wav,
skyrim,sk_malenord,"Just for a bit. And you should stay at home, Lalanoah. It's just a little errant.",hifi,D:/Utility Tools/xVASynth_2.1/resources/app/batch/MaleNord/zzzGHMq03Sub01__00012969_1.wav,
skyrim,sk_femalechild,"Uncle Brandt, you've been keeping secrets lately! It's suspicious and I'm going with you!",hifi,D:/Utility Tools/xVASynth_2.1/resources/app/batch/FemaleChild/zzzGHMq03Sub01__0001296B_1.wav,
skyrim,sk_malenord,No true Nord keeps secrets! I'm just going on a bounty hunt!,hifi,D:/Utility Tools/xVASynth_2.1/resources/app/batch/MaleNord/zzzGHMq03Sub01__0001296D_1.wav,
skyrim,sk_femalechild,"Well, then I will go with you. Should I beat up your bounty?",hifi,D:/Utility Tools/xVASynth_2.1/resources/app/batch/FemaleChild/zzzGHMq03Sub01__0001296F_1.wav,
skyrim,sk_malenord,"No, of course not. You can't even fight, can you?",hifi,D:/Utility Tools/xVASynth_2.1/resources/app/batch/MaleNord/zzzGHMq03Sub01__00012971_1.wav,
skyrim,sk_femalechild,I can swing a sword! I've learned from mom and dad!,hifi,D:/Utility Tools/xVASynth_2.1/resources/app/batch/FemaleChild/zzzGHMq03Sub01__00012973_1.wav,
skyrim,sk_malenord,...Really? But today's dessert is apple pie. And if you play with the bounty you won't be able to eat your dessert.,hifi,D:/Utility Tools/xVASynth_2.1/resources/app/batch/MaleNord/zzzGHMq03Sub01__00012975_1.wav,
skyrim,sk_femalechild,"Well, um... what should I...",hifi,D:/Utility Tools/xVASynth_2.1/resources/app/batch/FemaleChild/zzzGHMq03Sub01__00012977_1.wav,
skyrim,sk_femalechild,"Have a safe trip, uncle Brandt!",hifi,D:/Utility Tools/xVASynth_2.1/resources/app/batch/FemaleChild/zzzGHMq03Sub01__00012979_1.wav,
skyrim,sk_malenord,"Oh, you arrived just in time. Come with me for a moment, we need to talk.",hifi,D:/Utility Tools/xVASynth_2.1/resources/app/batch/MaleNord/zzzGHMq03S_zzzGHMq03Sub01H_00012981_1.wav,
skyrim,sk_femalechild,"Please, take care of uncle Brandt. I'm worried about him when he's alone...",hifi,D:/Utility Tools/xVASynth_2.1/resources/app/batch/FemaleChild/zzzGHMq03S_zzzGHMq03Sub01H_00012982_1.wav,
skyrim,sk_malenord,"Ah, this place. When I was a brat I used to play here with Gerhard and Laelnoah.",hifi,D:/Utility Tools/xVASynth_2.1/resources/app/batch/MaleNord/zzzGHMq03S_zzzGHMq03Sub01H_00012983_1.wav,
skyrim,sk_malenord,"Hey, let's go on a bounty hunt if you have some time.",hifi,D:/Utility Tools/xVASynth_2.1/resources/app/batch/MaleNord/zzzGHMq03S_zzzGHMq03Sub01H_0001298D_1.wav,
skyrim,sk_malenord,"That voice sounds like our bounty. We can't enter here, so let's go around.",hifi,D:/Utility Tools/xVASynth_2.1/resources/app/batch/MaleNord/zzzGHMq03S_zzzGHMq03Sub01H_000129F3_1.wav,
skyrim,sk_malenord,You can't escape anymore... This will be your tomb!,hifi,D:/Utility Tools/xVASynth_2.1/resources/app/batch/CrWerewolfVoice/zzzGHMq03S_zzzGHMq03Sub01H_00012A2A_1.wav,
skyrim,sk_femalechild,"So many sweets... but I want to be with everyone, too... Hmm...",hifi,D:/Utility Tools/xVASynth_2.1/resources/app/batch/FemaleChild/zzzGHMq03S_zzzGHMq03Sub01H_00012A4C_1.wav,
skyrim,sk_malenord,"Oh, all our effort was for nothing. It would have been nice if I could carry both you and the bounty...",hifi,D:/Utility Tools/xVASynth_2.1/resources/app/batch/MaleNord/zzzGHMq03S_zzzGHMq03Sub01H_00012A4D_1.wav,
skyrim,sk_maleoldkindly,"I've lost another old friend... It's always painful to say farewell. One never gets used to it. Oh, but why are you still fighting?",hifi,D:/Utility Tools/xVASynth_2.1/resources/app/batch/MaleOldKindly/zzzGHMq03S_zzzGHMq03Sub01H_00012A5C_1.wav,
skyrim,sk_malenord,You're always welcome here. Next time we should go on a treasure hunt!,hifi,D:/Utility Tools/xVASynth_2.1/resources/app/batch/MaleNord/zzzGHMq03S_zzzGHMq03Sub01H_00012A6A_1.wav,
skyrim,sk_femalechild,"I've decided. When I grow up, I'm going to conquer all the sweets in the world!",hifi,D:/Utility Tools/xVASynth_2.1/resources/app/batch/FemaleChild/zzzGHMq03S_zzzGHMq03Sub01H_00012A6B_1.wav,
skyrim,sk_femaleargonian,"Oh, you must be tired, too... I wish Brandt would calm down a bit.",hifi,D:/Utility Tools/xVASynth_2.1/resources/app/batch/CrTrollVoice/zzzGHMq03S_zzzGHMq03Sub01H_00012A6C_1.wav,
skyrim,sk_femaleargonian,"I'm glad there were no serious injuries. You should not overexert yourself so much, all right?",hifi,D:/Utility Tools/xVASynth_2.1/resources/app/batch/CrTrollVoice/zzzGHMq03S_zzzGHMq03Sub01H_00012A6D_1.wav,
skyrim,sk_malenord,"Wait, wait, wait! It's nothing bad, I swear. Just listen to me.",hifi,D:/Utility Tools/xVASynth_2.1/resources/app/batch/MaleNord/zzzGHMq03S_zzzGHMq03S01Bra_00012987_1.wav,
skyrim,sk_malenord,Right. And there's a lot of coin offered. Do you know how much? Ten thousand gold! That's a huge amount!,hifi,D:/Utility Tools/xVASynth_2.1/resources/app/batch/MaleNord/zzzGHMq03S_zzzGHMq03S01Bra_0001298A_1.wav,
skyrim,sk_malenord,Didn't I tell you before? There's a guy who mass produces iron daggers. He buys up all the iron and leather and then floods the market with poor-quality iron daggers.,hifi,D:/Utility Tools/xVASynth_2.1/resources/app/batch/MaleNord/zzzGHMq03S_zzzGHMq03S01Bra_0001298C_1.wav,
skyrim,sk_malenord,So the bounty swelled up so much due to the sheer enmity from all the blacksmiths and merchants. Rumor is that even the Dark Brotherhood is aiming to collect.,hifi,D:/Utility Tools/xVASynth_2.1/resources/app/batch/MaleNord/zzzGHMq03S_zzzGHMq03S01Bra_0001298C_2.wav,
skyrim,sk_malenord,"Why are you suddenly so angry...? You're freaking me out a bit... And no, it's not really bad. I just don't like it.",hifi,D:/Utility Tools/xVASynth_2.1/resources/app/batch/MaleNord/zzzGHMq03S_zzzGHMq03S01Bra_00012990_1.wav,
skyrim,sk_malenord,"So I'll stop this with my fists. I don't know how people elsewhere would do it, but it's completely normal here in Skyrim!",hifi,D:/Utility Tools/xVASynth_2.1/resources/app/batch/MaleNord/zzzGHMq03S_zzzGHMq03S01Bra_00012990_2.wav,
skyrim,sk_malenord,"Well, I don't know what's making you angry like that... But at least you're motivated.",hifi,D:/Utility Tools/xVASynth_2.1/resources/app/batch/MaleNord/zzzGHMq03S_zzzGHMq03S01Bra_00012993_1.wav,
skyrim,sk_malenord,"Hey, whoever makes nothing but iron daggers can't be very tough. But even if they are, I'm sure it won't be a problem for us.",hifi,D:/Utility Tools/xVASynth_2.1/resources/app/batch/MaleNord/zzzGHMq03S_zzzGHMq03S01Bra_00012996_1.wav,
skyrim,sk_malenord,"There's a cave I used to hide in when I was a kid. When I went there the other day, a blacksmith workshop had been built up in there.",hifi,D:/Utility Tools/xVASynth_2.1/resources/app/batch/MaleNord/zzzGHMq03S_zzzGHMq03S01Bra_00012999_1.wav,
skyrim,sk_malenord,"And there were piles of iron daggers all over the cave. That should be it, right?",hifi,D:/Utility Tools/xVASynth_2.1/resources/app/batch/MaleNord/zzzGHMq03S_zzzGHMq03S01Bra_00012999_2.wav,
skyrim,sk_malenord,"Hey, it's important to scout ahead! I prepared myself well for today. I'll take care of the bounty for sure.",hifi,D:/Utility Tools/xVASynth_2.1/resources/app/batch/MaleNord/zzzGHMq03S_zzzGHMq03S01Bra_0001299B_1.wav,
skyrim,sk_malenord,"I knew you'd say that! We'll split up the reward equally. Let's go right now, then.",hifi,D:/Utility Tools/xVASynth_2.1/resources/app/batch/MaleNord/zzzGHMq03S_zzzGHMq03S01Bra_0001299E_1.wav,
skyrim,sk_femalechild,"Haha, uncle Brandt would be mad if he heard you say that. He'd say he's not a baby!",hifi,D:/Utility Tools/xVASynth_2.1/resources/app/batch/FemaleChild/zzzGHMq03S_zzzGHMq03S01Lal_000129A2_1.wav,
